,Doc_ID,Name,descriptions,titles,date,source,citations,Location,loc
16051,16051,mihai boicu,associate director learning agents center since 2002 associate professor information technology information sciences technology department received ph degree george mason university 2003 published 100 scientific publications including co authoring two books fourteen journal papers four book chapters co editor workshop proceedings special issue artificial intelligence magazine contributions several areas artificial intelligence instructable agents knowledge engineering multi agent systems mixed initiative reasoning received several awards research educational activity performed received innovative application award iaai 2002 fourteenth annual conference innovative applications artificial intelligence edmonton alberta canada july 30 august 1 2002 paper development deployment disciple agent center gravity analysis tecuci g boicu marcu stanescu b boicu c comello j lopez donlon j cleckner w received certificate appreciation awarded colonel jeffrey p hightaian director warfighting center air university outstanding service air war college maxwell air force base alabama several certificates appreciation centennial coin awarded general robert ivany commandant us army war college certificate appreciation awarded prof douglas campbell director center strategic leadership us army war college also received outstanding graduate student information technology award presented knowledge consulting group george mason university associate director learning agents center since 2002 associate professor information technology information sciences technology department received ph degree george mason university 2003 published 100 scientific publications including co authoring two books fourteen journal papers four book chapters co editor workshop proceedings special issue artificial intelligence magazine contributions several areas artificial intelligence instructable agents knowledge engineering multi agent systems mixed initiative reasoning received several awards research educational activity performed received innovative application award iaai 2002 fourteenth annual conference innovative applications artificial intelligence edmonton alberta canada july 30 august 1 2002 paper development deployment disciple agent center gravity analysis tecuci g boicu marcu stanescu b boicu c comello j lopez donlon j cleckner w received certificate appreciation awarded colonel jeffrey p hightaian director warfighting center air university outstanding service air war college maxwell air force base alabama several certificates appreciation centennial coin awarded general robert ivany commandant us army war college certificate appreciation awarded prof douglas campbell director center strategic leadership us army war college also received outstanding graduate student information technology award presented knowledge consulting group george mason university,,,,,LinkedIn About,LinkedIn About mihai boicu
16052,16052,mingkui wei,assistant professor cybersecurity engineering department george mason university current research focus web security network security,,,,,LinkedIn About,LinkedIn About mingkui wei
16053,16053,mingrui liu,homepage https mingrliu github ioi work research problems machine learning optimization deep learning applications homepage https mingrliu github ioi work research problems machine learning optimization deep learning applications,,,,,LinkedIn About,LinkedIn About mingrui liu
16054,16054,mohan venigalla,mohan venigalla specializes transportation systems analysis planning emphasis sustainable transportation early career 12 years primarily engineering consulting research engaged present teaching academic research career since 2000 venigallas expertise includes modeling transportation systems encompassing travel behavior analysis travel demand modeling traffic simulation network analysis intelligent transportation systems current prior works covered range topics transportation planning air quality transit oriented developments shared mobility urban freight planning skillset includes traditional quantitative statistical methods geographic information systems data mining big data analytics developed applied numerous computer models solving various transportation planning traffic engineering problems venigallas research funding since 2000 topped 2 8 million publications include 50 peer reviewed articles two book chapters 38 significant technical reports developed taught 16 different courses graduated seven ph students supervision administered undergraduate civil engineering program george mason university primarily responsible increasing enrollments four fold 74 295 8 year period venigallas research air quality received national acclaim recognized national academy sciences prestigious pyke johnson award elected fellow american society civil engineers registered professional engineer commonwealth virginia,,,,,LinkedIn About,LinkedIn About mohan venigalla
16055,16055,moinul hossain,academician demonstrated history extensive research next gen wireless network security secured network protocol modeling phy mac network analysis research mostly focuses security assessment next gen wireless networks 5g 6g vehicular networks iot cyber physical systems security assessment compiles vulnerability detection threat modeling detection deterrence deception defense academician demonstrated history extensive research next gen wireless network security secured network protocol modeling phy mac network analysis research mostly focuses security assessment next gen wireless networks 5g 6g vehicular networks iot cyber physical systems security assessment compiles vulnerability detection threat modeling detection deterrence deception defense,,,,,LinkedIn About,LinkedIn About moinul hossain
16056,16056,monson hayes,professor electrical computer engineering thirty years experience research education innovator distance learning providing training education engineers industry expert witness patent litigation cases involved digital cameras image video compression image video processing specialties digital signal processing image processing video processing face recognition digital cameras adaptive signal processing gesture recognition computational cameras equation recognition signal modeling machine learning professor electrical computer engineering thirty years experience research education innovator distance learning providing training education engineers industry expert witness patent litigation cases involved digital cameras image video compression image video processing specialties digital signal processing image processing video processing face recognition digital cameras adaptive signal processing gesture recognition computational cameras equation recognition signal modeling machine learning,,,,,LinkedIn About,LinkedIn About monson hayes
16057,16057,myeong lee,interested understanding dynamics local communities hyperlocal groups local information inequality digging various kinds data socio technical systems contributing civic engagement policy making socio technical systems theories people information access interested understanding dynamics local communities hyperlocal groups local information inequality digging various kinds data socio technical systems contributing civic engagement policy making socio technical systems theories people information access,,,,,LinkedIn About,LinkedIn About myeong lee
16059,16059,nicholas rios,currently assistant professor george mason university main area interest design experiments also interested response surface methodology computer experiments functional data analysis skilled data analysis love using skills find answers problems seek opportunities apply knowledge statistics real world whether beneficial research data analysis conducted independent firm highly skilled r matlab experience using jmp sql sas java c obtained phd statistics penn state master science statistics montclair state university well bachelor science university delaware minors mathematics economics computer science currently assistant professor george mason university main area interest design experiments also interested response surface methodology computer experiments functional data analysis skilled data analysis love using skills find answers problems seek opportunities apply knowledge statistics real world whether beneficial research data analysis conducted independent firm highly skilled r matlab experience using jmp sql sas java c obtained phd statistics penn state master science statistics montclair state university well bachelor science university delaware minors mathematics economics computer science featuredfeatured documentdocument contributions mixture experimentscontributions mixture experiments presentation used comprehensive exam details plans thesis research topic order addition oofa mixture experiments try design experiments situations response depends proportions mixture components addition order presentation used comprehensive exam details plans thesis research topic order addition oofa mixture experiments try design experiments situations response depends proportions mixture components addition order documentdocument jsm 2017 presentation prediction intervals functional datajsm 2017 presentation prediction intervals functional data presented research related master thesis jsm 2017 baltimore md presented research related master thesis jsm 2017 baltimore md linklink prediction intervals functional dataprediction intervals functional datamontclair state university digital commonsmontclair state university digital commonsthis link master thesis prediction intervals context functional data analysis work describes use dynamic function function regression dynamic prediction future trajectory well construction dynamic prediction intervals functional data link master thesis prediction intervals context functional data analysis work describes use dynamic function function regression dynamic prediction future trajectory well construction dynamic prediction intervals functional data documentdocument cost benefit analysis new screening method cervical cancercost benefit analysis new screening method cervical cancer presentation research completed summer 2013 cost effectiveness semi automated pap smears presentation research completed summer 2013 cost effectiveness semi automated pap smears,,,,,LinkedIn About,LinkedIn About nicholas rios
16060,16060,niloofar ramezani,hold phd master degree applied statistics research methods well bachelor degree statistics minor mathematics interested conducting statistical interdisciplinary research teaching courses statistics research methods data analytics decade experience senior statistician consultant biostatistician working multiple state agencies enjoy working different statistics biostatistics areas specially interested recurrent event analysis survival analysis application health social education data especially experienced longitudinal hierarchical joint models two time recipient sas ambassador award innovative use statistical analysis software well junior faculty sas award earned two dozen competitive academic awards sas apha asa others research statistical modeling including developing two new power estimation techniques longitudinal data passionate handling missing data efficiently modeling correlated multilevel data extending generalized estimating equations capture higher response variation methods highly applicable biomedical social health engineering business education econometric fields believe giving back community volunteered nonprofit organizations multiple years writing grants evaluating intervention programs designing studies look forward volunteer activities ten years experience teaching undergraduate graduate courses statistics data analytics designing courses developing curriculum teaching philosophy impart passion statistics students enable solve real world problems using statistics also looking forward collaborate researchers educators research hold phd master degree applied statistics research methods well bachelor degree statistics minor mathematics interested conducting statistical interdisciplinary research teaching courses statistics research methods data analytics decade experience senior statistician consultant biostatistician working multiple state agencies enjoy working different statistics biostatistics areas specially interested recurrent event analysis survival analysis application health social education data especially experienced longitudinal hierarchical joint models two time recipient sas ambassador award innovative use statistical analysis software well junior faculty sas award earned two dozen competitive academic awards sas apha asa others research statistical modeling including developing two new power estimation techniques longitudinal data passionate handling missing data efficiently modeling correlated multilevel data extending generalized estimating equations capture higher response variation methods highly applicable biomedical social health engineering business education econometric fields believe giving back community volunteered nonprofit organizations multiple years writing grants evaluating intervention programs designing studies look forward volunteer activities ten years experience teaching undergraduate graduate courses statistics data analytics designing courses developing curriculum teaching philosophy impart passion statistics students enable solve real world problems using statistics also looking forward collaborate researchers educators research,,,,,LinkedIn About,LinkedIn About niloofar ramezani
16061,16061,ningshi yao,experienced researcher 7 year history working higher education strong research professional doctor philosophy phd focused control robotics georgia institute technology skilled control theory optimization machine learning ai computer vision modeling human robot interaction matlab latex english,,,,,LinkedIn About,LinkedIn About ningshi yao
16063,16063,omoche agada,information technology professional research interest cybersecurity digital forensics data science machine learning seeking apply analytical problem solving skills provide technology solutions modern business problems information technology professional research interest cybersecurity digital forensics data science machine learning seeking apply analytical problem solving skills provide technology solutions modern business problems,,,,,LinkedIn About,LinkedIn About omoche agada
16068,16068,qiliang li,research nanoelectronics novel cmos devicesinterests high performance nanoscale field effect transistorlarge scale nanowire sonos flash like non volatile memorylarge area nanostructured photoelectronicsnanoelectronic biosensorresearch nanoelectronics novel cmos devicesinterests high performance nanoscale field effect transistorlarge scale nanowire sonos flash like non volatile memorylarge area nanostructured photoelectronicsnanoelectronic biosensor,,,,,LinkedIn About,LinkedIn About qiliang li
16069,16069,rajesh ganesan,associate professor systems engineering operations research george mason university fairfax virginia usafaculty member center secure information systems gmufaculty member center air transportation systems research gmuspecialties research interests stochastic control optimization dynamic programming waveletsassociate professor systems engineering operations research george mason university fairfax virginia usafaculty member center secure information systems gmufaculty member center air transportation systems research gmuspecialties research interests stochastic control optimization dynamic programming wavelets,,,,,LinkedIn About,LinkedIn About rajesh ganesan
16070,16070,ran ji,assistant professor department system engineering operations research george mason univerisity teaching program data analytics engineering research interests include limited operations research optimization uncertainty financial risk modeling supply chain risk analytics would love utilize research quantitative skills solve complex real life problems five years experiences quantitative field operations research focusing financial modeling portfolio optimization interdisciplinary knowledge operations research optimization decision science statistics data science strong problem solving quantitative mathematical modeling skills demonstrated proficiency commonly used programming language statistical software including ampl cplex c sas r four years experiences efficiently disseminating knowledge designing curriculum supporting hundreds students dozens master level courses presenting research work academic conferences assistant professor department system engineering operations research george mason univerisity teaching program data analytics engineering research interests include limited operations research optimization uncertainty financial risk modeling supply chain risk analytics would love utilize research quantitative skills solve complex real life problems five years experiences quantitative field operations research focusing financial modeling portfolio optimization interdisciplinary knowledge operations research optimization decision science statistics data science strong problem solving quantitative mathematical modeling skills demonstrated proficiency commonly used programming language statistical software including ampl cplex c sas r four years experiences efficiently disseminating knowledge designing curriculum supporting hundreds students dozens master level courses presenting research work academic conferences,,,,,LinkedIn About,LinkedIn About ran ji
16071,16071,ray hong,researcher specialized understanding measuring humans quantitative qualitative hci research methodology designing new tools practically change way people work currently focusing developing interactive devices humans leverage align way dnns work intended projects mostly related answering one questions follows 1 measure misalignment way dnns work way human reasons 2 mitigating misalignment new technology realize creation new ml model think reasonably like human making accurate predictions 3 end good design result successful human ai collaboration tool specific user groups researcher specialized understanding measuring humans quantitative qualitative hci research methodology designing new tools practically change way people work currently focusing developing interactive devices humans leverage align way dnns work intended projects mostly related answering one questions follows 1 measure misalignment way dnns work way human reasons 2 mitigating misalignment new technology realize creation new ml model think reasonably like human making accurate predictions 3 end good design result successful human ai collaboration tool specific user groups,,,,,LinkedIn About,LinkedIn About ray hong
16073,16073,riki morikawa,thirty four years experience management technical organizations support intelligence community department defense expertise engineering development u government systems depend upon telecommunications value added system engineering engineering expertise telecommunication sciences information technologies network engineering system engineering satellite communications program management currently full time professor teaching courses telecommunications satellite communications george mason university volgenau school engineering department information sciences technology thirty four years experience management technical organizations support intelligence community department defense expertise engineering development u government systems depend upon telecommunications value added system engineering engineering expertise telecommunication sciences information technologies network engineering system engineering satellite communications program management currently full time professor teaching courses telecommunications satellite communications george mason university volgenau school engineering department information sciences technology,,,,,LinkedIn About,LinkedIn About riki morikawa
16075,16075,robert osgood,accomplished pro active professional expertise developing applying technology law enforcement combined experience specialized knowledge achievement areas digital forensics team leadership resource management organizational development enterprise case management cyber crime counterintelligence information security information technology insider internal threat matters infrastructure protection accomplished pro active professional expertise developing applying technology law enforcement combined experience specialized knowledge achievement areas digital forensics team leadership resource management organizational development enterprise case management cyber crime counterintelligence information security information technology insider internal threat matters infrastructure protection,,,,,LinkedIn About,LinkedIn About robert osgood
16076,16076,robert pettit,rob pettit 30 years experience software engineering industry expertise large scale mission critical software systems dr pettit internationally recognized fields model based software engineering real time software systems ada programming language authored 40 refereed papers co authored textbook globally referenced ada coding standard currently dr pettit senior project leader spaceflight software aerospace corporation role dr pettit responsible mission assurance activities related spaceflight software mentoring junior staff providing technical direction research leadership supporting corporate interests model based software engineering dr pettit taught numerous industrial academic software engineering courses active professional community elevated senior member ieee serving program general steering committee chair multiple international conferences serving editor international journal delivering presentations international forums dr pettit adjunct professor george mason university virginia tech teaches courses software engineering architecture design modeling dr pettit received b computer science mathematics degree 1991 university evansville software systems engineering degree 1995 george mason university ph information technology engineering software engineering george mason university 2003 dr pettit also passionate stem education next generation regularly volunteers loudoun county public schools assist computer science aerospace education high school level rob pettit 30 years experience software engineering industry expertise large scale mission critical software systems dr pettit internationally recognized fields model based software engineering real time software systems ada programming language authored 40 refereed papers co authored textbook globally referenced ada coding standard currently dr pettit senior project leader spaceflight software aerospace corporation role dr pettit responsible mission assurance activities related spaceflight software mentoring junior staff providing technical direction research leadership supporting corporate interests model based software engineering dr pettit taught numerous industrial academic software engineering courses active professional community elevated senior member ieee serving program general steering committee chair multiple international conferences serving editor international journal delivering presentations international forums dr pettit adjunct professor george mason university virginia tech teaches courses software engineering architecture design modeling dr pettit received b computer science mathematics degree 1991 university evansville software systems engineering degree 1995 george mason university ph information technology engineering software engineering george mason university 2003 dr pettit also passionate stem education next generation regularly volunteers loudoun county public schools assist computer science aerospace education high school level,,,,,LinkedIn About,LinkedIn About robert pettit
16077,16077,rochelle jones,systems engineering professor 17 years industry experience implementing enterprise solutions drive company growth technology innovation knowledge facets systems development lifecycle requirements development design test post implementation activities primary research interests areas distance education mobile learning specifically centered emerging distributed education technologies methods enhance user experience use mobile devices human engineering principles engineering interests include exploring human factors ergonomics human computer interaction issues systems engineering professor 17 years industry experience implementing enterprise solutions drive company growth technology innovation knowledge facets systems development lifecycle requirements development design test post implementation activities primary research interests areas distance education mobile learning specifically centered emerging distributed education technologies methods enhance user experience use mobile devices human engineering principles engineering interests include exploring human factors ergonomics human computer interaction issues,,,,,LinkedIn About,LinkedIn About rochelle jones
16078,16078,sadegh torabi,assistant professor cyber security researcher phd graduate passion teaching learning research development experience self motivated researcher experience big data analytics internet measurements machine deep learning cybersecurity natural leader strong communication problem solving skills also enjoys collaborative work solve challenging problems,,,,,LinkedIn About,LinkedIn About sadegh torabi
16079,16079,sam salem,specialties civil engineering infrastructure asset management construction engineering management project management sustainability safety health engineering,,,,,LinkedIn About,LinkedIn About sam salem
16082,16082,shahnaz kamberi,computer science professor teaching programming multiple levels onsite online specialty game programming educational game development serious game development game design stem outreach professional responsible focusing engaging student classroom new innovative methods known using educational computer games software tools using unplugged activities social media means provide best learning environment adult learners millennial generation z students dissertation focus use educational computer games increase adolescent girls interest computer science computer science professor teaching programming multiple levels onsite online specialty game programming educational game development serious game development game design stem outreach professional responsible focusing engaging student classroom new innovative methods known using educational computer games software tools using unplugged activities social media means provide best learning environment adult learners millennial generation z students dissertation focus use educational computer games increase adolescent girls interest computer science,,,,,LinkedIn About,LinkedIn About shahnaz kamberi
16083,16083,shani ross,associate chair assistant professor bioengineering george mason university demonstrated history working higher education industry research interests include neuroprosthesis neuromodulation techniques specific experience closed loop systems bladder control deep brain stimulation therapy skilled electrophysiological behavioral techniques instruction course development matlab labview adobe suite microsoft office paper grant writing associate chair assistant professor bioengineering george mason university demonstrated history working higher education industry research interests include neuroprosthesis neuromodulation techniques specific experience closed loop systems bladder control deep brain stimulation therapy skilled electrophysiological behavioral techniques instruction course development matlab labview adobe suite microsoft office paper grant writing,,,,,LinkedIn About,LinkedIn About shani ross
16086,16086,shvetha soundararajan,associate professor teaching department computer science george mason university areas interests agile transformation software development requirements engineering user experience research software quality process improvement software architecture computer science education,,,,,LinkedIn About,LinkedIn About shvetha soundararajan
16087,16087,siddhartha sikdar,professional experience interdisciplinary research development clinical evaluation commercialization medical devices medical imaging systems specific speciality ultrasound imaging systems experience medical imaging system development imaging physics system architecture algorithms optimal implementations based high performance mediaprocessors specialties diagnostic ultrasound biomedical signal image processing biomedical instruments cardiovascular physiology,,,,,LinkedIn About,LinkedIn About siddhartha sikdar
16092,16092,tokunbo fadahunsi,computational statistician possesses good problem analysis solving skills rooted interest knowledge economic financial market price processes application mathematical statistical models evaluation various economic market parameters computational statistician possesses good problem analysis solving skills rooted interest knowledge economic financial market price processes application mathematical statistical models evaluation various economic market parameters,,,,,LinkedIn About,LinkedIn About tokunbo fadahunsi
16094,16094,vadim sokolov,reformed mathematitian turned data scientist researcher teacher expert deep learning bayesian statistics,,,,,LinkedIn About,LinkedIn About vadim sokolov
16097,16097,wassim masri,research software engineering software testing software analysis goal enhance principal quality attributes software systems namely reliability safety security teaching design implementation programming languages data structures algorithms software testing software engineering introductory intermediate programming courses focus dos ts programming practices software development fifteen years u industry experience software architect developer various domains medical imaging middleware telecom genomics semiconductor financial expertise java c python scala research software engineering software testing software analysis goal enhance principal quality attributes software systems namely reliability safety security teaching design implementation programming languages data structures algorithms software testing software engineering introductory intermediate programming courses focus dos ts programming practices software development fifteen years u industry experience software architect developer various domains medical imaging middleware telecom genomics semiconductor financial expertise java c python scala,,,,,LinkedIn About,LinkedIn About wassim masri
16098,16098,weiwen jiang,dr weiwen jiang joined ece department george mason university assistant professor fall 2021 postdoctoral associate university notre dame received ph degree chongqing university 2019 2017 2019 research scholar university pittsburgh research works best paper awards ieee tcad 21 iccd 17 nvmsa 15 receipt four best paper nominations asp dac 16 dac 19 codes isss 19 asp dac 20 top winning awards ieee services hackathon built first co design framework quantumflow demonstrate quantum advantage designing neural networks onto quantum computer published nature communications access https jqub ece gmu edu weiwen details dr weiwen jiang joined ece department george mason university assistant professor fall 2021 postdoctoral associate university notre dame received ph degree chongqing university 2019 2017 2019 research scholar university pittsburgh research works best paper awards ieee tcad 21 iccd 17 nvmsa 15 receipt four best paper nominations asp dac 16 dac 19 codes isss 19 asp dac 20 top winning awards ieee services hackathon built first co design framework quantumflow demonstrate quantum advantage designing neural networks onto quantum computer published nature communications access https jqub ece gmu edu weiwen details,,,,,LinkedIn About,LinkedIn About weiwen jiang
16102,16102,xuan wang,research interest focused distributed control optimization multi agent autonomous systems scope research directions include incorporating distributed computation optimization techniques ai based machine learning applications achieving network security resilience sophisticated cyber attacks serves theoretical fundamentals many practical applications,,,,,LinkedIn About,LinkedIn About xuan wang
16104,16104,yue cheng,distributed systems storage systems cloud computing high performance computing internet thingsdistributed systems storage systems cloud computing high performance computing internet things,,,,,LinkedIn About,LinkedIn About yue cheng
16105,16105,yue wang,currently research assistant professor electrical computer engineering department george mason university va usa postdoctoral researcher prior senior research engineer hisilicon research department huawei technologies co ltd general interest lies areas signal processing wireless communications machine learning applications cyber physical systems specific research focuses sparse signal processing compressive sensing sparse optimization next generation communications mmwave massive mimo noma channel estimation noncoherent transmission array statistical signal processing doa estimation frequency analysis statistical analysis cognitive radio wideband spectrum sensing cooperative detection compressive statistics sensing rfi detection spectrum coexistence distributed learning communication efficient decentralized learning federated learning mobile edge computing efficient large scale cyber physical systems big data 5g smart cities massive iots wsn,,,,,LinkedIn About,LinkedIn About yue wang
16106,16106,zhisheng yan,research interests broadly lie broad areas mobile networked systems current focus includes security network issues immersive computing systems ar vr imaging video systems details found personal site https mason gmu edu zyan4,,,,,LinkedIn About,LinkedIn About zhisheng yan
16107,16107,ziwei zhu,assistant professor department computer science george mason university broadly interested data mining machine learning information retrieval special emphasis augmenting responsibility ai powered user centered systems provide fair unbiased accountable trustworthy information services end users society large,,,,,LinkedIn About,LinkedIn About ziwei zhu
